dataset,recording,n_present,missing
tusz,tusz_v2.0.6/edf/train/aaaaakny/s008_2013/01_tcp_ar/aaaaakny_s008_t007.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakny/s008_2013/01_tcp_ar/aaaaakny_s008_t008.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakny/s008_2013/01_tcp_ar/aaaaakny_s008_t009.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakoe/s001_2010/02_tcp_le/aaaaakoe_s001_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakoe/s002_2010/03_tcp_ar_a/aaaaakoe_s002_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakoe/s002_2010/03_tcp_ar_a/aaaaakoe_s002_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakoe/s002_2010/03_tcp_ar_a/aaaaakoe_s002_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakoe/s002_2010/03_tcp_ar_a/aaaaakoe_s002_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakoe/s002_2010/03_tcp_ar_a/aaaaakoe_s002_t004.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakoe/s002_2010/03_tcp_ar_a/aaaaakoe_s002_t005.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakoe/s002_2010/03_tcp_ar_a/aaaaakoe_s002_t006.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakoe/s004_2010/03_tcp_ar_a/aaaaakoe_s004_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakoe/s004_2010/03_tcp_ar_a/aaaaakoe_s004_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakoe/s004_2010/03_tcp_ar_a/aaaaakoe_s004_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakoe/s004_2010/03_tcp_ar_a/aaaaakoe_s004_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakog/s001_2010/01_tcp_ar/aaaaakog_s001_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakog/s002_2012/01_tcp_ar/aaaaakog_s002_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakpu/s001_2010/01_tcp_ar/aaaaakpu_s001_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakpu/s001_2010/01_tcp_ar/aaaaakpu_s001_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakpu/s002_2010/03_tcp_ar_a/aaaaakpu_s002_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakpu/s002_2010/03_tcp_ar_a/aaaaakpu_s002_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakpu/s002_2010/03_tcp_ar_a/aaaaakpu_s002_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakpu/s002_2010/03_tcp_ar_a/aaaaakpu_s002_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakpu/s002_2010/03_tcp_ar_a/aaaaakpu_s002_t004.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakpu/s002_2010/03_tcp_ar_a/aaaaakpu_s002_t005.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakpu/s002_2010/03_tcp_ar_a/aaaaakpu_s002_t006.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakpu/s003_2010/03_tcp_ar_a/aaaaakpu_s003_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakpu/s003_2010/03_tcp_ar_a/aaaaakpu_s003_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakpu/s003_2010/03_tcp_ar_a/aaaaakpu_s003_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakpu/s003_2010/03_tcp_ar_a/aaaaakpu_s003_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakpu/s003_2010/03_tcp_ar_a/aaaaakpu_s003_t004.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakpu/s004_2013/01_tcp_ar/aaaaakpu_s004_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakqu/s002_2010/03_tcp_ar_a/aaaaakqu_s002_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakqu/s002_2010/03_tcp_ar_a/aaaaakqu_s002_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakqu/s002_2010/03_tcp_ar_a/aaaaakqu_s002_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakqu/s002_2010/03_tcp_ar_a/aaaaakqu_s002_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakqu/s002_2010/03_tcp_ar_a/aaaaakqu_s002_t004.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakro/s009_2014/01_tcp_ar/aaaaakro_s009_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakro/s009_2014/01_tcp_ar/aaaaakro_s009_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakrt/s003_2010/03_tcp_ar_a/aaaaakrt_s003_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakrt/s003_2010/03_tcp_ar_a/aaaaakrt_s003_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakrt/s003_2010/03_tcp_ar_a/aaaaakrt_s003_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakrt/s003_2010/03_tcp_ar_a/aaaaakrt_s003_t004.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksg/s001_2010/02_tcp_le/aaaaaksg_s001_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksg/s001_2010/02_tcp_le/aaaaaksg_s001_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksg/s002_2010/03_tcp_ar_a/aaaaaksg_s002_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksg/s002_2010/03_tcp_ar_a/aaaaaksg_s002_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksg/s002_2010/03_tcp_ar_a/aaaaaksg_s002_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksg/s002_2010/03_tcp_ar_a/aaaaaksg_s002_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksg/s002_2010/03_tcp_ar_a/aaaaaksg_s002_t004.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksh/s001_2010/01_tcp_ar/aaaaaksh_s001_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksh/s001_2010/01_tcp_ar/aaaaaksh_s001_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksh/s003_2010/01_tcp_ar/aaaaaksh_s003_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksh/s003_2010/01_tcp_ar/aaaaaksh_s003_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksh/s003_2010/01_tcp_ar/aaaaaksh_s003_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksh/s003_2010/01_tcp_ar/aaaaaksh_s003_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksh/s004_2010/03_tcp_ar_a/aaaaaksh_s004_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksh/s004_2010/03_tcp_ar_a/aaaaaksh_s004_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksh/s004_2010/03_tcp_ar_a/aaaaaksh_s004_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksh/s005_2010/03_tcp_ar_a/aaaaaksh_s005_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksh/s005_2010/03_tcp_ar_a/aaaaaksh_s005_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksh/s005_2010/03_tcp_ar_a/aaaaaksh_s005_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksh/s005_2010/03_tcp_ar_a/aaaaaksh_s005_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksh/s007_2010/03_tcp_ar_a/aaaaaksh_s007_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksh/s007_2010/03_tcp_ar_a/aaaaaksh_s007_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksh/s007_2010/03_tcp_ar_a/aaaaaksh_s007_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksh/s007_2010/03_tcp_ar_a/aaaaaksh_s007_t005.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksh/s007_2010/03_tcp_ar_a/aaaaaksh_s007_t006.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksh/s009_2010/01_tcp_ar/aaaaaksh_s009_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksy/s001_2010/02_tcp_le/aaaaaksy_s001_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksy/s001_2010/02_tcp_le/aaaaaksy_s001_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaksy/s002_2010/02_tcp_le/aaaaaksy_s002_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaktb/s001_2010/02_tcp_le/aaaaaktb_s001_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaktk/s002_2010/03_tcp_ar_a/aaaaaktk_s002_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaktk/s002_2010/03_tcp_ar_a/aaaaaktk_s002_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaktk/s002_2010/03_tcp_ar_a/aaaaaktk_s002_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaktk/s002_2010/03_tcp_ar_a/aaaaaktk_s002_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaktz/s001_2010/01_tcp_ar/aaaaaktz_s001_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakuq/s004_2014/01_tcp_ar/aaaaakuq_s004_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakvb/s001_2010/02_tcp_le/aaaaakvb_s001_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakvb/s001_2010/02_tcp_le/aaaaakvb_s001_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakvb/s002_2010/02_tcp_le/aaaaakvb_s002_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakvh/s001_2010/01_tcp_ar/aaaaakvh_s001_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakvh/s001_2010/01_tcp_ar/aaaaakvh_s001_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakxq/s006_2013/01_tcp_ar/aaaaakxq_s006_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakzv/s008_2012/01_tcp_ar/aaaaakzv_s008_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakzv/s008_2012/01_tcp_ar/aaaaakzv_s008_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakzv/s008_2012/01_tcp_ar/aaaaakzv_s008_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakzv/s008_2012/01_tcp_ar/aaaaakzv_s008_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakzv/s008_2012/01_tcp_ar/aaaaakzv_s008_t004.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakzv/s008_2012/01_tcp_ar/aaaaakzv_s008_t005.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaakzv/s009_2015/01_tcp_ar/aaaaakzv_s009_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s001_2010/02_tcp_le/aaaaalak_s001_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s002_2015/01_tcp_ar/aaaaalak_s002_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s003_2015/01_tcp_ar/aaaaalak_s003_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s003_2015/01_tcp_ar/aaaaalak_s003_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s003_2015/01_tcp_ar/aaaaalak_s003_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s003_2015/01_tcp_ar/aaaaalak_s003_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s003_2015/01_tcp_ar/aaaaalak_s003_t004.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s003_2015/01_tcp_ar/aaaaalak_s003_t005.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s003_2015/01_tcp_ar/aaaaalak_s003_t006.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s003_2015/01_tcp_ar/aaaaalak_s003_t007.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s003_2015/01_tcp_ar/aaaaalak_s003_t008.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s003_2015/01_tcp_ar/aaaaalak_s003_t009.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s007_2015/01_tcp_ar/aaaaalak_s007_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s007_2015/01_tcp_ar/aaaaalak_s007_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s007_2015/01_tcp_ar/aaaaalak_s007_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s007_2015/01_tcp_ar/aaaaalak_s007_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s007_2015/01_tcp_ar/aaaaalak_s007_t004.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s007_2015/01_tcp_ar/aaaaalak_s007_t005.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s007_2015/01_tcp_ar/aaaaalak_s007_t006.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s007_2015/01_tcp_ar/aaaaalak_s007_t007.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s007_2015/01_tcp_ar/aaaaalak_s007_t008.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalak/s007_2015/01_tcp_ar/aaaaalak_s007_t009.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalaw/s003_2013/01_tcp_ar/aaaaalaw_s003_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalbn/s003_2013/01_tcp_ar/aaaaalbn_s003_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalcq/s001_2011/01_tcp_ar/aaaaalcq_s001_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalep/s008_2012/01_tcp_ar/aaaaalep_s008_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalep/s008_2012/01_tcp_ar/aaaaalep_s008_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalep/s008_2012/01_tcp_ar/aaaaalep_s008_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalep/s008_2012/01_tcp_ar/aaaaalep_s008_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalep/s008_2012/01_tcp_ar/aaaaalep_s008_t004.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalep/s008_2012/01_tcp_ar/aaaaalep_s008_t005.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalep/s008_2012/01_tcp_ar/aaaaalep_s008_t006.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalep/s008_2012/01_tcp_ar/aaaaalep_s008_t007.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalep/s008_2012/01_tcp_ar/aaaaalep_s008_t008.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalfs/s001_2010/03_tcp_ar_a/aaaaalfs_s001_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalfs/s001_2010/03_tcp_ar_a/aaaaalfs_s001_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalfs/s002_2010/03_tcp_ar_a/aaaaalfs_s002_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalfs/s002_2010/03_tcp_ar_a/aaaaalfs_s002_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalfs/s002_2010/03_tcp_ar_a/aaaaalfs_s002_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalfs/s002_2010/03_tcp_ar_a/aaaaalfs_s002_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalfs/s002_2010/03_tcp_ar_a/aaaaalfs_s002_t004.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalfs/s002_2010/03_tcp_ar_a/aaaaalfs_s002_t005.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalfs/s004_2011/01_tcp_ar/aaaaalfs_s004_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalgz/s001_2011/01_tcp_ar/aaaaalgz_s001_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalgz/s003_2011/01_tcp_ar/aaaaalgz_s003_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalgz/s003_2011/01_tcp_ar/aaaaalgz_s003_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalgz/s003_2011/01_tcp_ar/aaaaalgz_s003_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalgz/s003_2011/01_tcp_ar/aaaaalgz_s003_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalgz/s003_2011/01_tcp_ar/aaaaalgz_s003_t004.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalhf/s001_2011/02_tcp_le/aaaaalhf_s001_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalim/s012_2011/01_tcp_ar/aaaaalim_s012_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaliv/s003_2015/01_tcp_ar/aaaaaliv_s003_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaliv/s003_2015/01_tcp_ar/aaaaaliv_s003_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaliv/s003_2015/01_tcp_ar/aaaaaliv_s003_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaljo/s001_2011/01_tcp_ar/aaaaaljo_s001_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaljo/s001_2011/01_tcp_ar/aaaaaljo_s001_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaljo/s001_2011/01_tcp_ar/aaaaaljo_s001_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaaljo/s001_2011/01_tcp_ar/aaaaaljo_s001_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmx/s002_2011/03_tcp_ar_a/aaaaalmx_s002_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmx/s002_2011/03_tcp_ar_a/aaaaalmx_s002_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmx/s002_2011/03_tcp_ar_a/aaaaalmx_s002_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmx/s002_2011/03_tcp_ar_a/aaaaalmx_s002_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmx/s002_2011/03_tcp_ar_a/aaaaalmx_s002_t004.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmy/s002_2011/01_tcp_ar/aaaaalmy_s002_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s003_2011/01_tcp_ar/aaaaalmz_s003_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s003_2011/01_tcp_ar/aaaaalmz_s003_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s003_2011/01_tcp_ar/aaaaalmz_s003_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s003_2011/01_tcp_ar/aaaaalmz_s003_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s003_2011/01_tcp_ar/aaaaalmz_s003_t004.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s003_2011/01_tcp_ar/aaaaalmz_s003_t005.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s003_2011/01_tcp_ar/aaaaalmz_s003_t006.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s003_2011/01_tcp_ar/aaaaalmz_s003_t007.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s003_2011/01_tcp_ar/aaaaalmz_s003_t008.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s005_2011/01_tcp_ar/aaaaalmz_s005_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s005_2011/01_tcp_ar/aaaaalmz_s005_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s005_2011/01_tcp_ar/aaaaalmz_s005_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s005_2011/01_tcp_ar/aaaaalmz_s005_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s005_2011/01_tcp_ar/aaaaalmz_s005_t004.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s005_2011/01_tcp_ar/aaaaalmz_s005_t005.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s007_2011/01_tcp_ar/aaaaalmz_s007_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s007_2011/01_tcp_ar/aaaaalmz_s007_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s007_2011/01_tcp_ar/aaaaalmz_s007_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s007_2011/01_tcp_ar/aaaaalmz_s007_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s008_2011/01_tcp_ar/aaaaalmz_s008_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s008_2011/01_tcp_ar/aaaaalmz_s008_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s008_2011/01_tcp_ar/aaaaalmz_s008_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s008_2011/01_tcp_ar/aaaaalmz_s008_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s008_2011/01_tcp_ar/aaaaalmz_s008_t004.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s008_2011/01_tcp_ar/aaaaalmz_s008_t005.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalmz/s008_2011/01_tcp_ar/aaaaalmz_s008_t006.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnt/s001_2011/01_tcp_ar/aaaaalnt_s001_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnt/s001_2011/01_tcp_ar/aaaaalnt_s001_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnt/s002_2011/03_tcp_ar_a/aaaaalnt_s002_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnt/s002_2011/03_tcp_ar_a/aaaaalnt_s002_t001.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnt/s002_2011/03_tcp_ar_a/aaaaalnt_s002_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnt/s002_2011/03_tcp_ar_a/aaaaalnt_s002_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnt/s002_2011/03_tcp_ar_a/aaaaalnt_s002_t004.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnt/s002_2011/03_tcp_ar_a/aaaaalnt_s002_t005.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s005_2015/01_tcp_ar/aaaaalnv_s005_t006.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s005_2015/01_tcp_ar/aaaaalnv_s005_t008.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s005_2015/01_tcp_ar/aaaaalnv_s005_t009.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s005_2015/01_tcp_ar/aaaaalnv_s005_t012.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s005_2015/01_tcp_ar/aaaaalnv_s005_t022.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s005_2015/01_tcp_ar/aaaaalnv_s005_t024.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s005_2015/01_tcp_ar/aaaaalnv_s005_t027.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s005_2015/01_tcp_ar/aaaaalnv_s005_t028.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s005_2015/01_tcp_ar/aaaaalnv_s005_t029.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s006_2015/01_tcp_ar/aaaaalnv_s006_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s006_2015/01_tcp_ar/aaaaalnv_s006_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s006_2015/01_tcp_ar/aaaaalnv_s006_t005.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s006_2015/01_tcp_ar/aaaaalnv_s006_t008.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s006_2015/01_tcp_ar/aaaaalnv_s006_t016.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s006_2015/01_tcp_ar/aaaaalnv_s006_t021.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s006_2015/01_tcp_ar/aaaaalnv_s006_t024.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s007_2015/01_tcp_ar/aaaaalnv_s007_t000.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s007_2015/01_tcp_ar/aaaaalnv_s007_t013.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s007_2015/01_tcp_ar/aaaaalnv_s007_t017.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s007_2015/01_tcp_ar/aaaaalnv_s007_t018.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s007_2015/01_tcp_ar/aaaaalnv_s007_t021.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s007_2015/01_tcp_ar/aaaaalnv_s007_t024.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s007_2015/01_tcp_ar/aaaaalnv_s007_t028.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s007_2015/01_tcp_ar/aaaaalnv_s007_t030.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s007_2015/01_tcp_ar/aaaaalnv_s007_t031.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s007_2015/01_tcp_ar/aaaaalnv_s007_t032.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s008_2015/01_tcp_ar/aaaaalnv_s008_t002.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s008_2015/01_tcp_ar/aaaaalnv_s008_t003.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s008_2015/01_tcp_ar/aaaaalnv_s008_t007.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s008_2015/01_tcp_ar/aaaaalnv_s008_t012.edf,18,
tusz,tusz_v2.0.6/edf/train/aaaaalnv/s008_2015/01_tcp_ar/aaaaalnv_s008_t013.edf,18,
